P_ID,DEPTH,LOC,ORDER,I09,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I01,I03,I29,I31,ERRORS,STIMULI,POOL,SCORE,NUM_L,NUM_R,NUM_X,PROP_L,PROP_R,PROP_X,HAS_X
p1_146,3,R,a,,,,,,,L,L,L,L,L,L,L,R,R,L1,L1,R1,R1,0,1,prolific1,2440.4292063492067,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0
p1_146,3,L,b,L,X,X,X,X,X,X,X,X,,,,,,,R3,R3,R1,L3,3,4,prolific1,2256.055555555556,1,0,8,0.1111111111111111,0.0,0.8888888888888888,1
p1_146,2,C,m,,,,X,X,X,X,X,X,X,R,X,,,,L,L,R,R,0,2,prolific1,2490.8029365079365,0,1,8,0.0,0.1111111111111111,0.8888888888888888,1
p1_146,2,R,f,,,,,,,X,X,X,X,X,X,R,X,R,L,L,R,R,0,3,prolific1,2505.6975132275134,0,2,7,0.0,0.2222222222222222,0.7777777777777778,1
p1_147,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,2,prolific1,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p1_147,3,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R1,R1,0,1,prolific1,2558.988888888889,9,0,0,1.0,0.0,0.0,0
p1_147,3,C,a,,,,L,L,L,L,L,L,R,L,R,,,,L1,L1,R2,R2,0,3,prolific1,2464.392380952381,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0
p1_147,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,X,1,4,prolific1,2506.9316022866024,0,9,0,0.0,1.0,0.0,0
p1_148,3,R,b,,,,,,,X,X,X,X,R,R,R,R,R,L3,L1,R3,R1,0,3,prolific1,2519.8888888888887,0,5,4,0.0,0.5555555555555556,0.4444444444444444,1
p1_148,2,C,f,,,,L,L,X,X,X,X,X,X,X,,,,L,L,R,R,0,1,prolific1,2492.815052910053,2,0,7,0.2222222222222222,0.0,0.7777777777777778,1
p1_148,2,L,a,X,L,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,4,prolific1,2501.8029365079365,1,0,8,0.1111111111111111,0.0,0.8888888888888888,1
p1_148,3,C,m,,,,R,R,R,L,L,L,L,L,L,,,,L1,L2,X1,X1,2,2,prolific1,2294.6888888888893,6,3,0,0.6666666666666666,0.3333333333333333,0.0,0
p1_149,2,L,b,L,L,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,2,prolific1,2513.9808465608467,2,0,7,0.2222222222222222,0.0,0.7777777777777778,1
p1_149,3,L,m,L,L,L,L,L,L,L,L,X,,,,,,,L1,L1,R1,R1,0,4,prolific1,2548.222222222222,8,0,1,0.8888888888888888,0.0,0.1111111111111111,1
p1_149,2,C,a,,,,L,L,L,L,L,X,X,X,X,,,,L,L,R,R,0,1,prolific1,2477.1562578162584,5,0,4,0.5555555555555556,0.0,0.4444444444444444,1
p1_149,3,R,f,,,,,,,L,L,L,L,L,R,R,R,L,L1,L1,R1,R1,0,3,prolific1,2439.893333333334,6,3,0,0.6666666666666666,0.3333333333333333,0.0,0
p1_150,3,L,b,L,L,L,L,L,X,X,R,R,,,,,,,L1,L1,R1,R1,0,2,prolific1,2505.805555555556,5,2,2,0.5555555555555556,0.2222222222222222,0.2222222222222222,1
p1_150,2,C,m,,,,L,L,L,L,L,L,R,R,R,,,,L,L,R,R,0,3,prolific1,2478.372332852333,6,3,0,0.6666666666666666,0.3333333333333333,0.0,0
p1_150,3,R,a,,,,,,,L,L,L,L,X,R,R,R,R,L1,L1,R1,R1,0,1,prolific1,2486.144444444444,4,4,1,0.4444444444444444,0.4444444444444444,0.1111111111111111,1
p1_150,2,R,f,,,,,,,X,X,X,X,X,X,R,R,R,L,L,R,R,0,4,prolific1,2517.6903968253973,0,3,6,0.0,0.3333333333333333,0.6666666666666666,1
p1_151,2,R,a,,,,,,,L,R,R,R,R,R,R,R,R,L,L,R,R,0,2,prolific1,2535.466556961557,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0
p1_151,3,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L1,L2,R1,R1,0,1,prolific1,2557.5333333333338,0,9,0,0.0,1.0,0.0,0
p1_151,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific1,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p1_151,3,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L2,L2,R1,R1,0,4,prolific1,2479.8745021645022,0,9,0,0.0,1.0,0.0,0
p1_152,2,C,b,,,,L,L,L,L,L,X,X,X,R,,,,X,L,R,R,1,1,prolific1,2420.3986724386723,5,1,3,0.5555555555555556,0.1111111111111111,0.3333333333333333,1
p1_152,3,C,f,,,,L,L,R,R,R,R,R,R,R,,,,L1,L1,R1,R1,0,2,prolific1,2479.2344444444443,2,7,0,0.2222222222222222,0.7777777777777778,0.0,0
p1_152,3,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R2,R1,0,3,prolific1,2548.110052910053,9,0,0,1.0,0.0,0.0,0
p1_152,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,prolific1,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
p1_153,3,C,a,,,,L,L,L,R,L,L,R,R,R,,,,L1,L1,R1,R2,0,2,prolific1,2444.9265079365086,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
p1_153,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,1,prolific1,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
p1_153,2,L,m,X,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,3,prolific1,2506.088888888889,0,0,9,0.0,0.0,1.0,1
p1_153,3,L,f,L,L,L,L,L,L,L,L,R,,,,,,,L1,L2,R1,R3,0,4,prolific1,2531.9500000000003,8,1,0,0.8888888888888888,0.1111111111111111,0.0,0
p1_154,2,L,f,L,L,L,L,L,L,L,L,R,,,,,,,L,L,R,R,0,2,prolific1,2535.4665569615568,8,1,0,0.8888888888888888,0.1111111111111111,0.0,0
p1_154,3,C,b,,,,L,L,L,L,L,R,R,R,R,,,,L1,L1,R1,R1,0,3,prolific1,2484.066507936508,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
p1_154,2,R,a,,,,,,,X,X,X,X,X,X,X,R,R,L,L,R,R,0,4,prolific1,2513.9808465608467,0,2,7,0.0,0.2222222222222222,0.7777777777777778,1
p1_154,3,R,m,,,,,,,X,X,X,L,R,R,R,R,R,L1,L1,R1,R1,0,1,prolific1,2500.9111111111115,1,5,3,0.1111111111111111,0.5555555555555556,0.3333333333333333,1
p1_155,3,L,b,L,L,X,X,X,X,X,X,X,,,,,,,L1,L1,R1,R3,0,4,prolific1,2516.1222222222223,2,0,7,0.2222222222222222,0.0,0.7777777777777778,1
p1_155,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,3,prolific1,2506.0888888888894,0,0,9,0.0,0.0,1.0,1
p1_155,2,R,f,,,,,,,L,L,X,X,X,R,R,R,R,L,L,R,R,0,1,prolific1,2492.605565175565,2,4,3,0.2222222222222222,0.4444444444444444,0.3333333333333333,1
p1_155,3,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L1,L1,R1,R1,0,2,prolific1,2557.477777777778,0,9,0,0.0,1.0,0.0,0
p1_156,2,L,b,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific1,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p1_156,3,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L1,L3,R1,R3,0,4,prolific1,2542.077777777778,9,0,0,1.0,0.0,0.0,0
p1_156,3,R,f,,,,,,,X,X,X,X,X,X,R,L,R,L1,L1,R1,R3,0,2,prolific1,2460.3833333333337,1,2,6,0.1111111111111111,0.2222222222222222,0.6666666666666666,1
p1_156,2,C,a,,,,L,L,L,L,L,X,X,X,X,,,,L,L,R,R,0,1,prolific1,2477.1562578162584,5,0,4,0.5555555555555556,0.0,0.4444444444444444,1
p1_157,2,C,b,,,,L,R,R,R,R,R,R,R,R,,,,L,L,X,R,1,2,prolific1,2428.693436748437,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0
p1_157,3,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R1,R1,0,3,prolific1,2561.6222222222223,9,0,0,1.0,0.0,0.0,0
p1_157,2,R,m,,,,,,,X,X,X,X,X,X,X,X,R,X,L,R,R,1,1,prolific1,2444.2240476190477,0,1,8,0.0,0.1111111111111111,0.8888888888888888,1
p1_157,3,C,f,,,,X,X,X,X,X,X,R,R,R,,,,L1,L2,R1,R3,0,4,prolific1,2483.9022222222225,0,3,6,0.0,0.3333333333333333,0.6666666666666666,1
r1_001,3,C,m,,,,L,X,X,X,X,X,X,X,R,,,,L1,L1,R1,R1,0,4,rep,2494.9333333333334,1,1,7,0.1111111111111111,0.1111111111111111,0.7777777777777778,1
r1_001,3,R,b,,,,,,,L,L,X,X,X,X,X,R,R,L1,L1,R1,R1,0,1,rep,2487.45,2,2,5,0.2222222222222222,0.2222222222222222,0.5555555555555556,1
r1_001,2,C,f,,,,X,X,X,X,X,X,X,R,R,,,,L,L,R,R,0,2,rep,2492.815052910053,0,2,7,0.0,0.2222222222222222,0.7777777777777778,1
r1_001,2,L,a,L,L,L,L,L,X,X,X,X,,,,,,,L,L,R,R,0,3,rep,2524.84303992304,5,0,4,0.5555555555555556,0.0,0.4444444444444444,1
r1_002,3,C,m,,,,R,R,R,R,R,R,R,R,R,,,,L1,L1,R1,R1,0,4,rep,2482.541168831169,0,9,0,0.0,1.0,0.0,0
r1_002,3,R,b,,,,,,,L,L,L,L,L,R,R,R,R,L1,L1,R1,R1,0,1,rep,2475.597460317461,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
r1_002,2,C,f,,,,L,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,2,rep,2477.260729455729,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0
r1_002,2,L,a,L,L,L,L,L,L,L,L,R,,,,,,,L,L,R,R,0,3,rep,2535.4665569615568,8,1,0,0.8888888888888888,0.1111111111111111,0.0,0
r1_003,3,C,m,,,,R,R,R,R,R,R,R,R,R,,,,L1,L1,R1,R1,0,4,rep,2482.541168831169,0,9,0,0.0,1.0,0.0,0
r1_003,2,L,a,L,L,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,3,rep,2513.9808465608467,2,0,7,0.2222222222222222,0.0,0.7777777777777778,1
r1_003,3,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L1,L1,R1,R1,0,1,rep,2558.988888888889,0,9,0,0.0,1.0,0.0,0
r1_003,2,C,f,,,,X,X,X,X,X,X,R,R,R,,,,L,L,R,R,0,2,rep,2487.067222222222,0,3,6,0.0,0.3333333333333333,0.6666666666666666,1
r1_004,2,R,m,,,,,,,X,R,X,X,X,X,X,R,R,L,L,R,R,0,4,rep,2487.2737301587304,0,3,6,0.0,0.3333333333333333,0.6666666666666666,1
r1_004,3,C,f,,,,L,L,L,L,L,L,R,R,R,,,,L1,L2,R2,R2,0,1,rep,2440.274126984127,6,3,0,0.6666666666666666,0.3333333333333333,0.0,0
r1_004,2,C,b,,,,X,X,X,X,X,R,R,R,R,,,,L,L,R,R,0,2,rep,2481.775945165946,0,4,5,0.0,0.4444444444444444,0.5555555555555556,1
r1_004,3,L,a,L,L,L,L,L,L,L,R,R,,,,,,,L1,L1,R1,R1,0,3,rep,2525.177777777778,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0
r1_005,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
r1_005,3,L,f,L,L,L,L,L,L,L,L,X,,,,,,,L1,L1,R1,R1,0,1,rep,2548.222222222222,8,0,1,0.8888888888888888,0.0,0.1111111111111111,1
r1_005,2,L,m,L,X,X,X,X,X,X,X,R,,,,,,,L,L,R,R,0,2,rep,2492.1836507936505,1,1,7,0.1111111111111111,0.1111111111111111,0.7777777777777778,1
r1_005,3,C,a,,,,X,X,X,X,X,X,X,X,R,,,,L1,L1,R1,R1,0,3,rep,2501.427777777778,0,1,8,0.0,0.1111111111111111,0.8888888888888888,1
r1_006,3,C,m,,,,L,R,R,R,R,R,R,R,R,,,,L3,L3,R1,R1,0,4,rep,2482.0777777777785,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0
r1_006,2,L,a,L,L,L,L,X,X,X,X,X,,,,,,,L,L,R,R,0,3,rep,2521.222972582973,4,0,5,0.4444444444444444,0.0,0.5555555555555556,1
r1_006,3,R,b,,,,,,,L,L,L,L,L,R,R,R,R,L1,L1,R1,R1,0,1,rep,2476.833333333333,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
r1_006,2,C,f,,,,X,X,X,X,R,X,R,R,R,,,,L,L,R,R,0,2,rep,2473.7259451659456,0,4,5,0.0,0.4444444444444444,0.5555555555555556,1
r1_007,3,L,m,L,L,L,L,L,R,L,L,L,,,,,,,L1,L1,R1,R1,0,4,rep,2470.979920634921,8,1,0,0.8888888888888888,0.1111111111111111,0.0,0
r1_007,2,C,a,,,,L,L,R,R,R,L,L,R,R,,,,L,L,R,R,0,3,rep,2420.028737373738,4,5,0,0.4444444444444444,0.5555555555555556,0.0,0
r1_007,3,R,f,,,,,,,L,L,L,L,L,L,L,R,R,L1,L2,R1,R1,0,1,rep,2386.616507936508,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0
r1_007,2,L,b,L,L,R,R,R,R,R,L,R,,,,,,,L,L,R,R,0,2,rep,2406.8632661782667,3,6,0,0.3333333333333333,0.6666666666666666,0.0,0
r1_008,2,R,m,,,,,,,X,X,X,X,R,R,X,R,R,L,L,R,R,0,4,rep,2506.0883140933142,0,4,5,0.0,0.4444444444444444,0.5555555555555556,1
r1_008,3,L,a,L,L,X,X,X,X,X,X,X,,,,,,,L1,L1,R1,R1,0,3,rep,2517.3,2,0,7,0.2222222222222222,0.0,0.7777777777777778,1
r1_008,3,C,f,,,,L,L,L,L,L,L,L,R,R,,,,L1,L1,R1,R1,0,1,rep,2482.8034920634923,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0
r1_008,2,C,b,,,,L,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,2,rep,2477.260729455729,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0
r1_009,3,C,m,,,,R,R,R,R,R,R,R,R,R,,,,L2,L2,R1,R1,0,2,rep,2495.0722222222225,0,9,0,0.0,1.0,0.0,0
r1_009,2,C,f,,,,L,L,L,L,L,L,L,L,R,,,,X,L,R,R,1,1,rep,2431.4935409035406,8,1,0,0.8888888888888888,0.1111111111111111,0.0,0
r1_009,3,R,b,,,,,,,L,L,L,L,R,R,R,R,R,L1,L1,R1,R1,0,3,rep,2492.535555555556,4,5,0,0.4444444444444444,0.5555555555555556,0.0,0
r1_009,2,L,a,R,R,R,R,R,R,R,R,R,,,,,,,L,L,R,R,0,4,rep,2402.524696877197,0,9,0,0.0,1.0,0.0,0
r1_010,3,C,b,,,,X,X,L,L,R,R,R,R,R,,,,L1,L1,R1,R3,0,2,rep,2451.943174603175,2,5,2,0.2222222222222222,0.5555555555555556,0.2222222222222222,1
r1_010,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,1,rep,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
r1_010,3,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L1,L1,R1,R1,0,3,rep,2558.988888888889,0,9,0,0.0,1.0,0.0,0
r1_010,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
r1_012,3,C,m,,,,X,X,X,X,X,X,R,R,R,,,,L2,L1,R1,R2,0,2,rep,2482.4733333333334,0,3,6,0.0,0.3333333333333333,0.6666666666666666,1
r1_012,2,C,f,,,,L,L,L,L,R,X,X,X,X,,,,L,L,R,R,0,1,rep,2457.3177705627704,4,1,4,0.4444444444444444,0.1111111111111111,0.4444444444444444,1
r1_012,3,R,b,,,,,,,L,R,R,R,R,R,R,R,R,L1,L1,R1,R1,0,3,rep,2532.83746031746,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0
r1_012,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,4,rep,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
r1_013,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
r1_013,3,L,f,R,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R2,R1,0,1,rep,2475.103386243386,8,1,0,0.8888888888888888,0.1111111111111111,0.0,0
r1_013,2,L,m,L,L,L,L,L,R,R,R,R,,,,,,,L,L,R,R,0,2,rep,2487.083068783069,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
r1_013,3,C,a,,,,L,L,L,L,L,R,R,R,R,,,,L1,L1,R1,R1,0,3,rep,2484.066507936508,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
r1_014,3,L,m,L,L,L,R,L,R,R,R,R,,,,,,,L1,L1,R1,R1,0,4,rep,2463.264126984127,4,5,0,0.4444444444444444,0.5555555555555556,0.0,0
r1_014,2,C,a,,,,L,L,L,L,L,L,L,R,R,,,,L,L,R,R,0,3,rep,2477.677455692456,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0
r1_014,3,R,f,,,,,,,L,X,X,X,X,X,X,R,R,L1,L1,R1,R1,0,1,rep,2499.955555555556,1,2,6,0.1111111111111111,0.2222222222222222,0.6666666666666666,1
r1_014,2,L,b,L,L,L,R,R,R,R,R,R,,,,,,,L,L,R,R,0,2,rep,2453.6183240833243,3,6,0,0.3333333333333333,0.6666666666666666,0.0,0
r1_015,2,R,f,,,,,,,L,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2535.466556961557,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0
r1_015,3,L,b,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R1,R1,0,1,rep,2554.155555555556,9,0,0,1.0,0.0,0.0,0
r1_015,2,C,m,,,,L,L,R,R,R,R,R,R,R,,,,L,L,R,X,1,2,rep,2432.400267140268,2,7,0,0.2222222222222222,0.7777777777777778,0.0,0
r1_015,3,R,a,,,,,,,X,X,X,X,X,R,X,X,R,L1,L1,R1,R1,0,3,rep,2501.4866666666667,0,2,7,0.0,0.2222222222222222,0.7777777777777778,1
r1_016,3,C,b,,,,L,L,L,X,X,X,X,X,X,,,,L1,L2,R1,R3,0,4,rep,2488.022222222223,3,0,6,0.3333333333333333,0.0,0.6666666666666666,1
r1_016,3,R,m,,,,,,,L,X,L,X,X,X,R,R,R,L1,L1,R1,R3,0,1,rep,2479.5666666666666,2,3,4,0.2222222222222222,0.3333333333333333,0.4444444444444444,1
r1_016,2,L,f,X,X,X,X,X,X,X,R,X,,,,,,,L,L,R,R,0,2,rep,2479.8029365079365,0,1,8,0.0,0.1111111111111111,0.8888888888888888,1
r1_016,2,R,a,,,,,,,X,X,X,X,X,X,X,R,R,L,L,R,R,0,3,rep,2513.9808465608467,0,2,7,0.0,0.2222222222222222,0.7777777777777778,1
r1_018,3,C,b,,,,L,R,R,R,R,R,R,R,R,,,,L1,L2,R1,R1,0,4,rep,2479.787936507936,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0
r1_018,3,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L1,L1,R1,R1,0,1,rep,2549.5656084656084,0,9,0,0.0,1.0,0.0,0
r1_018,2,L,f,L,L,L,L,L,L,L,R,R,,,,,,,L,L,R,R,0,2,rep,2519.055407185407,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0
r1_018,2,R,a,,,,,,,X,X,X,X,R,R,R,R,R,L,L,R,R,0,3,rep,2524.84303992304,0,5,4,0.0,0.5555555555555556,0.4444444444444444,1
r1_019,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
r1_019,3,C,f,,,,L,L,L,L,L,L,L,X,X,,,,L1,L1,R1,R1,0,1,rep,2476.38126984127,7,0,2,0.7777777777777778,0.0,0.2222222222222222,1
r1_019,2,C,b,,,,X,X,X,X,R,R,R,R,R,,,,L,L,R,R,0,2,rep,2477.1562578162584,0,5,4,0.0,0.5555555555555556,0.4444444444444444,1
r1_019,3,L,a,L,L,L,L,X,X,X,X,X,,,,,,,L1,L1,R1,R1,0,3,rep,2525.9333333333334,4,0,5,0.4444444444444444,0.0,0.5555555555555556,1
r1_020,3,L,m,L,R,R,R,R,R,R,R,R,,,,,,,L1,L1,R1,R1,0,4,rep,2445.4111111111115,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0
r1_020,2,C,a,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,0,3,rep,2477.9032017057016,9,0,0,1.0,0.0,0.0,0
r1_020,3,R,f,,,,,,,L,L,L,L,X,X,R,R,R,L1,L1,R1,R1,0,1,rep,2476.4666666666667,4,3,2,0.4444444444444444,0.3333333333333333,0.2222222222222222,1
r1_020,2,L,b,L,L,L,L,X,R,R,R,R,,,,,,,L,L,R,R,0,2,rep,2474.885223665224,4,4,1,0.4444444444444444,0.4444444444444444,0.1111111111111111,1
r1_021,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
r1_021,3,C,f,,,,L,L,L,L,L,X,X,X,X,,,,L1,L1,R1,R1,0,1,rep,2480.9487301587305,5,0,4,0.5555555555555556,0.0,0.4444444444444444,1
r1_021,2,C,b,,,,X,X,X,X,R,R,R,R,R,,,,L,L,R,R,0,2,rep,2477.1562578162584,0,5,4,0.0,0.5555555555555556,0.4444444444444444,1
r1_021,3,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R1,R1,0,3,rep,2558.988888888889,9,0,0,1.0,0.0,0.0,0
r1_022,2,R,f,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
r1_022,3,L,b,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R1,R1,0,1,rep,2561.6222222222223,9,0,0,1.0,0.0,0.0,0
r1_022,2,C,m,,,,L,X,R,R,R,R,R,R,R,,,,L,L,R,R,0,2,rep,2473.143117068117,1,7,1,0.1111111111111111,0.7777777777777778,0.1111111111111111,1
r1_022,3,R,a,,,,,,,L,L,L,R,R,R,R,R,R,L1,L1,R1,R1,0,3,rep,2512.1055555555554,3,6,0,0.3333333333333333,0.6666666666666666,0.0,0
r1_023,3,C,m,,,,R,R,R,R,R,R,R,R,R,,,,L1,L1,R1,R1,0,4,rep,2482.541168831169,0,9,0,0.0,1.0,0.0,0
r1_023,3,R,b,,,,,,,L,L,L,L,X,R,R,R,R,L1,L1,R1,R1,0,1,rep,2479.746666666667,4,4,1,0.4444444444444444,0.4444444444444444,0.1111111111111111,1
r1_023,2,C,f,,,,X,X,X,R,R,R,R,R,R,,,,L,L,R,R,0,2,rep,2473.660666185666,0,6,3,0.0,0.6666666666666666,0.3333333333333333,1
r1_023,2,L,a,L,L,L,X,X,X,X,X,R,,,,,,,L,L,R,R,0,3,rep,2500.915555555556,3,1,5,0.3333333333333333,0.1111111111111111,0.5555555555555556,1
r1_024,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
r1_024,3,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R1,R1,0,1,rep,2558.988888888889,9,0,0,1.0,0.0,0.0,0
r1_024,2,L,m,L,X,X,X,X,X,X,X,R,,,,,,,L,L,R,R,0,2,rep,2492.1836507936505,1,1,7,0.1111111111111111,0.1111111111111111,0.7777777777777778,1
r1_024,3,C,a,,,,L,L,L,L,L,L,L,X,X,,,,L1,L1,R1,R1,0,3,rep,2476.38126984127,7,0,2,0.7777777777777778,0.0,0.2222222222222222,1
r1_025,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
r1_025,3,L,a,X,X,X,X,X,X,X,X,X,,,,,,,L1,L1,R1,R1,0,3,rep,2508.088888888889,0,0,9,0.0,0.0,1.0,1
r1_025,3,C,f,,,,X,X,X,X,X,X,X,X,X,,,,L1,L1,R2,R1,0,1,rep,2506.633333333333,0,0,9,0.0,0.0,1.0,1
r1_025,2,C,b,,,,X,X,X,X,X,X,X,R,R,,,,L,L,R,R,0,2,rep,2492.815052910053,0,2,7,0.0,0.2222222222222222,0.7777777777777778,1
r1_026,3,C,b,,,,X,X,X,X,X,X,X,X,X,,,,L1,L1,R1,R3,0,4,rep,2506.9111111111115,0,0,9,0.0,0.0,1.0,1
r1_026,3,R,m,,,,,,,L,L,L,X,X,X,X,R,R,L1,L1,R2,R1,0,1,rep,2468.522222222223,3,2,4,0.3333333333333333,0.2222222222222222,0.4444444444444444,1
r1_026,2,L,f,L,L,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,2,rep,2513.9808465608467,2,0,7,0.2222222222222222,0.0,0.7777777777777778,1
r1_026,2,R,a,,,,,,,X,X,X,X,X,R,R,R,R,L,L,R,R,0,3,rep,2521.222972582973,0,4,5,0.0,0.4444444444444444,0.5555555555555556,1
r1_027,3,L,m,L,L,L,L,L,L,L,R,R,,,,,,,L1,L1,R1,R1,0,4,rep,2511.331031746032,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0
r1_027,3,R,f,,,,,,,R,R,R,R,R,R,R,R,R,L1,L1,R1,R1,0,1,rep,2558.988888888889,0,9,0,0.0,1.0,0.0,0
r1_027,2,L,b,L,L,L,L,R,R,R,R,R,,,,,,,L,L,R,R,0,2,rep,2470.60355940356,4,5,0,0.4444444444444444,0.5555555555555556,0.0,0
r1_027,2,C,a,,,,L,L,L,L,L,R,R,R,R,,,,L,L,R,R,0,3,rep,2478.8433140933143,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
r1_028,3,C,m,,,,R,R,R,R,R,R,R,R,R,,,,L2,L2,R1,R3,0,4,rep,2464.296724386724,0,9,0,0.0,1.0,0.0,0
r1_028,3,R,b,,,,,,,L,X,X,X,X,X,X,R,R,R3,L1,R1,R1,1,1,rep,2394.7,1,2,6,0.1111111111111111,0.2222222222222222,0.6666666666666666,1
r1_028,2,C,f,,,,X,X,X,X,X,R,R,R,R,,,,L,L,R,R,0,2,rep,2481.775945165946,0,4,5,0.0,0.4444444444444444,0.5555555555555556,1
r1_028,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,rep,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
r1_029,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,X,1,4,rep,2506.9316022866024,0,9,0,0.0,1.0,0.0,0
r1_029,3,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R1,R1,0,1,rep,2558.988888888889,9,0,0,1.0,0.0,0.0,0
r1_029,2,L,m,X,X,X,X,X,X,X,R,R,,,,,,,L,L,R,R,0,2,rep,2471.6492592592595,0,2,7,0.0,0.2222222222222222,0.7777777777777778,1
r1_029,3,C,a,,,,L,L,L,L,L,L,L,L,L,,,,L1,L1,R1,R1,0,3,rep,2497.7388888888886,9,0,0,1.0,0.0,0.0,0
