P_ID,DEPTH,LOC,ORDER,I09,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I01,I03,I29,I31,ERRORS,STIMULI,POOL,SCORE
p2_075,3,C,b,,,,R2,R2,R2,L2,R2,L2,L2,L2,R2,,,,L2,L1,R1,R1,0,2,prolific2,2344.459523809524
p2_075,2,R,a,,,,,,,X,X,X,X,X,X,X,R,R,L,L,R,R,0,4,prolific2,2513.9808465608467
p2_075,3,R,m,,,,,,,R2,R2,R2,R2,R2,R2,R2,R1,R2,L1,L1,R1,R1,0,3,prolific2,2546.654761904762
p2_075,2,L,f,R,R,R,R,X,X,X,X,X,,,,,,,L,L,R,R,0,1,prolific2,2352.5838720538723
p2_076,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,4,prolific2,2558.988888888889
p2_076,2,C,f,,,,L,L,L,L,L,X,X,X,X,,,,L,L,R,R,0,1,prolific2,2477.1562578162584
p2_076,3,C,m,,,,L2,L2,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R2,R2,0,3,prolific2,2486.1
p2_076,2,L,a,L,L,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,2,prolific2,2513.9808465608467
p2_077,2,L,f,L,L,L,X,X,X,X,X,X,,,,,,,L,L,R,R,0,2,prolific2,2517.690396825397
p2_077,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,prolific2,2553.2817065342065
p2_077,3,R,m,,,,,,,L2,L2,L2,X1,X1,X1,R2,R2,R2,L1,L1,R1,R1,0,1,prolific2,2478.648888888889
p2_077,3,C,b,,,,L2,X1,X1,X1,X1,X1,X1,X1,X1,,,,L3,L3,R1,R1,0,3,prolific2,2497.7166666666667
p2_078,3,L,f,L2,X1,X1,X1,X1,X1,X1,X1,X1,,,,,,,L3,L1,R1,R1,0,3,prolific2,2510.833333333334
p2_078,2,R,b,,,,,,,R,R,R,R,R,R,R,R,X,L,L,R,X,1,4,prolific2,2467.619767824768
p2_078,3,C,a,,,,X1,X1,X1,R3,R3,R3,R2,R2,R2,,,,L3,L3,R1,R1,0,2,prolific2,2472.8911111111115
p2_078,2,L,m,X,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,1,prolific2,2506.088888888889
p2_079,3,L,a,L2,L2,X1,X1,X1,X1,X1,X1,X1,,,,,,,L1,L1,R1,R1,0,2,prolific2,2517.3
p2_079,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,R2,,,,L1,L1,R1,R1,0,3,prolific2,2494.561111111111
p2_079,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,4,prolific2,2477.903201705702
p2_079,2,R,m,,,,,,,L,X,X,X,X,X,X,R,R,L,L,R,R,0,1,prolific2,2496.511560846561
p2_080,3,R,a,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,2,prolific2,2558.988888888889
p2_080,2,R,f,,,,,,,X,X,X,X,X,X,R,X,X,L,L,R,R,0,3,prolific2,2494.613412698413
p2_080,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,4,prolific2,2506.0888888888894
p2_080,3,L,b,L2,L2,X1,X1,L2,X1,X1,X1,X1,,,,,,,L1,L1,R1,R1,0,1,prolific2,2505.903333333333
p2_081,2,C,f,,,,X,X,X,X,X,X,X,X,X,,,,X,X,X,X,4,4,prolific2,2306.476575276575
p2_081,3,R,b,,,,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,X1,X1,X1,X1,4,1,prolific2,2307.2010197210197
p2_081,2,L,a,X,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,3,prolific2,2506.088888888889
p2_081,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,R2,X1,,,,R2,L2,R1,R1,1,2,prolific2,2384.4166666666665
p2_082,3,R,f,,,,,,,X1,X1,X1,X1,X1,R2,R2,R2,R2,L1,L1,R1,L3,1,4,prolific2,2428.4222222222224
p2_082,2,L,b,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific2,2553.2817065342065
p2_082,2,C,a,,,,L,L,L,L,L,X,X,X,X,,,,L,L,R,R,0,1,prolific2,2477.1562578162584
p2_082,3,L,m,L2,L2,X1,X1,X1,X1,X1,R3,R3,,,,,,,L1,L1,R1,R1,0,2,prolific2,2487.45
p2_083,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,0,2,prolific2,2497.738888888889
p2_083,2,R,a,,,,,,,X,X,X,X,X,X,X,R,R,L,L,R,R,0,3,prolific2,2513.9808465608467
p2_083,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,4,prolific2,2553.2817065342065
p2_083,3,R,m,,,,,,,L3,L3,X1,X1,X1,X1,X1,X1,R2,L1,L1,R1,R1,0,1,prolific2,2481.75
p2_084,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,4,prolific2,2553.2817065342065
p2_084,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,2,prolific2,2553.2817065342065
p2_084,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,0,3,prolific2,2558.988888888889
p2_084,3,C,a,,,,L2,L1,L2,L2,R2,R2,R1,R2,R1,,,,L1,L1,R2,R1,0,1,prolific2,2450.9311111111115
p2_085,3,R,a,,,,,,,R2,R2,R2,R2,R2,R2,R2,R1,R2,X1,X1,R1,R1,2,1,prolific2,2483.843650793651
p2_085,2,C,m,,,,R,R,R,R,X,X,X,X,X,,,,L,X,R,R,1,2,prolific2,2342.344232804233
p2_085,2,R,f,,,,,,,X,X,X,X,X,X,X,X,X,X,L,R,R,1,4,prolific2,2436.137777777778
p2_085,3,L,b,R3,R3,X1,X1,X1,X1,X1,X1,L3,,,,,,,L1,L1,R2,R1,0,3,prolific2,2381.9333333333334
p2_086,3,C,f,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R3,0,4,prolific2,2506.9111111111115
p2_086,2,C,b,,,,X,X,X,X,R,R,R,R,R,,,,L,L,R,R,0,2,prolific2,2477.1562578162584
p2_086,2,R,m,,,,,,,X,X,X,X,X,X,X,X,X,L,L,R,R,0,3,prolific2,2506.0888888888885
p2_086,3,L,a,L2,L1,L1,L2,L2,L2,L2,L2,X1,,,,,,,L1,L1,R1,R1,0,1,prolific2,2527.070793650794
p2_087,3,C,m,,,,R2,L3,R2,R2,L2,L2,L2,R3,R2,,,,L1,L1,R1,R1,0,1,prolific2,2378.8633333333337
p2_087,2,L,a,R,R,R,R,R,R,R,X,X,,,,,,,L,L,R,R,0,2,prolific2,2350.9339386539386
p2_087,3,R,b,,,,,,,R3,R2,R2,R2,R2,R3,R2,R2,R2,L1,L2,R1,R1,0,3,prolific2,2545.618650793651
p2_087,2,C,f,,,,X,R,X,X,R,X,X,X,X,,,,L,L,R,R,0,4,prolific2,2435.501772486773
p2_088,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific2,2553.2817065342065
p2_088,3,C,a,,,,L2,L2,L2,L2,R2,L2,R2,L2,R2,,,,L1,L1,R1,R1,0,2,prolific2,2449.552857142857
p2_088,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R2,R1,0,1,prolific2,2557.5333333333338
p2_088,2,R,b,,,,,,,R,L,R,R,R,R,R,R,R,L,L,R,X,1,4,prolific2,2478.9706193806196
p2_089,3,L,m,L2,L2,L2,L2,L2,L2,L2,L3,L3,,,,,,,L1,L1,R1,R1,0,1,prolific2,2554.1555555555556
p2_089,2,L,b,X,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,4,prolific2,2506.088888888889
p2_089,3,R,f,,,,,,,L3,L3,R3,R3,R3,R2,R2,R2,R2,L1,L1,R1,R1,0,2,prolific2,2525.711111111111
p2_089,2,C,a,,,,X,X,X,X,X,X,X,X,R,,,,L,L,R,R,0,3,prolific2,2499.0529365079365
p2_090,2,R,f,,,,,,,R,R,R,R,L,R,L,R,L,R,R,L,R,3,1,prolific2,2175.8568133718136
p2_090,3,L,b,L2,L2,L2,L2,R1,R1,R1,R2,R2,,,,,,,L1,L2,R2,R3,0,3,prolific2,2439.428888888889
p2_090,2,C,m,,,,R,R,R,R,R,R,L,R,R,,,,L,L,R,X,1,4,prolific2,2381.7035873385876
p2_090,3,R,a,,,,,,,R3,L3,L3,R2,R2,R2,R2,R2,R2,L2,L2,R1,R1,0,2,prolific2,2501.5388888888892
p2_091,3,L,a,R1,R2,X1,R1,X1,L1,X1,X1,X1,,,,,,,X1,R1,L2,L2,4,1,prolific2,2084.047777777778
p2_091,2,R,m,,,,,,,R,L,R,L,X,R,L,L,L,L,R,L,L,3,2,prolific2,2144.930391090391
p2_091,3,C,f,,,,L2,L1,L2,L1,L2,L1,L2,L2,L1,,,,L1,L1,R2,R2,0,3,prolific2,2415.692142857143
p2_091,2,C,b,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,4,prolific2,2506.0888888888894
p2_092,3,C,m,,,,L2,L2,L2,L2,L2,L2,R2,R2,R2,,,,L1,L1,R1,R1,0,1,prolific2,2483.5696031746033
p2_092,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,2,prolific2,2558.988888888889
p2_092,2,L,a,L,L,L,L,L,X,X,X,X,,,,,,,L,L,R,R,0,3,prolific2,2524.84303992304
p2_092,2,C,f,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,4,prolific2,2506.0888888888894
p2_093,3,R,m,,,,,,,R2,R2,R2,R2,R2,R2,R2,R3,R3,L1,L1,R1,R1,0,2,prolific2,2543.3615873015874
p2_093,2,L,f,L,L,L,L,L,X,X,X,X,,,,,,,L,L,R,R,0,1,prolific2,2524.84303992304
p2_093,2,R,a,,,,,,,X,X,X,X,X,X,X,R,X,L,L,R,R,0,3,prolific2,2501.8029365079365
p2_093,3,C,b,,,,L3,L3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,0,4,prolific2,2493.461111111111
p2_094,2,L,b,X,X,X,X,X,X,X,X,R,,,,,,,L,L,R,R,0,1,prolific2,2488.0529365079365
p2_094,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R3,0,4,prolific2,2561.6333333333337
p2_094,2,C,a,,,,X,X,X,X,X,R,R,R,R,,,,L,L,R,R,0,2,prolific2,2481.775945165946
p2_094,3,R,f,,,,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,L1,L1,R1,R1,0,3,prolific2,2433.388888888889
p2_095,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,1,prolific2,2506.0888888888894
p2_095,2,R,f,,,,,,,L,L,L,L,X,X,X,R,X,L,L,R,R,0,3,prolific2,2442.1207431457433
p2_095,3,L,b,L2,L2,L3,R3,R3,R3,R3,R3,R3,,,,,,,L1,L1,R1,X1,1,4,prolific2,2422.0333333333338
p2_095,3,R,a,,,,,,,R3,R3,R3,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,2,prolific2,2555.338888888889
p2_096,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,0,3,prolific2,2477.9032017057016
p2_096,3,R,b,,,,,,,R3,R3,R3,R3,R3,R3,R3,R2,R3,L1,L1,R1,R1,0,2,prolific2,2559.177777777778
p2_096,3,C,m,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,,,,L1,L1,R1,R1,0,4,prolific2,2493.1611111111115
p2_096,2,L,a,L,L,L,L,L,L,L,X,X,,,,,,,L,L,R,R,0,1,prolific2,2534.517259037259
p2_097,2,L,m,X,L,L,X,L,L,L,L,L,,,,,,,X,L,X,X,3,2,prolific2,2340.9101537351535
p2_097,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R3,R3,0,3,prolific2,2556.9111111111115
p2_097,3,C,a,,,,L2,R2,R2,R2,R1,L1,L1,R1,L2,,,,L1,R1,L2,R1,2,1,prolific2,2164.1477777777777
p2_097,2,R,b,,,,,,,X,X,X,X,R,R,X,R,X,L,L,R,R,0,4,prolific2,2482.6662962962964
p2_098,3,R,a,,,,,,,L2,L2,L2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,1,prolific2,2508.9822222222224
p2_098,2,C,m,,,,X,X,X,X,X,X,X,R,R,,,,L,L,R,R,0,2,prolific2,2492.815052910053
p2_098,2,R,f,,,,,,,X,X,X,X,X,X,X,R,R,L,L,R,R,0,4,prolific2,2513.9808465608467
p2_098,3,L,b,L2,L2,L2,L3,L2,L3,L3,L3,L3,,,,,,,L1,L1,R2,R1,0,3,prolific2,2554.777777777778
p2_099,2,L,m,L,L,L,L,L,L,R,R,R,,,,,,,L,L,R,R,0,4,prolific2,2503.126341621342
p2_099,3,C,a,,,,L3,L3,L3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,0,3,prolific2,2492.9055555555556
p2_099,3,L,f,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,0,1,prolific2,2562.811111111111
p2_099,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,2,prolific2,2553.2817065342065
p2_100,2,L,b,R,R,R,R,R,R,R,R,R,,,,,,,L,L,R,R,0,4,prolific2,2402.524696877197
p2_100,3,L,m,L1,L2,L2,L2,L1,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,0,1,prolific2,2533.3105555555553
p2_100,3,R,f,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,L1,L1,R1,R1,0,2,prolific2,2562.088888888889
p2_100,2,C,a,,,,L,L,X,X,X,X,X,X,R,,,,L,L,R,R,0,3,prolific2,2486.3457671957676
p2_101,3,C,b,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,,,,L1,L1,R1,R1,0,4,prolific2,2482.541168831169
p2_101,2,R,a,,,,,,,X,X,X,X,X,X,X,R,X,X,L,R,R,1,1,prolific2,2435.5740476190476
p2_101,3,R,m,,,,,,,L3,R3,R3,R3,R3,R3,R3,R2,R2,L1,L1,R1,R1,0,2,prolific2,2544.594444444445
p2_101,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific2,2553.2817065342065
p2_102,3,L,a,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,0,3,prolific2,2558.988888888889
p2_102,3,C,f,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,0,2,prolific2,2508.0888888888894
p2_102,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,prolific2,2553.2817065342065
p2_102,2,C,b,,,,L,L,L,L,L,X,X,X,X,,,,L,L,R,R,0,1,prolific2,2477.1562578162584
p2_103,2,R,a,,,,,,,L,L,L,L,R,R,R,R,R,L,L,R,R,0,3,prolific2,2487.083068783069
p2_103,2,L,f,L,L,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,2,prolific2,2513.9808465608467
p2_103,3,R,m,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,4,prolific2,2558.988888888889
p2_103,3,C,b,,,,L2,L2,L2,L3,L3,L3,X1,X1,X1,,,,L1,L1,R1,R1,0,1,prolific2,2474.968888888889
p2_104,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,L,R,1,3,prolific2,2405.98267484694
p2_104,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,0,2,prolific2,2508.0888888888894
p2_104,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,4,prolific2,2553.2817065342065
p2_104,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,1,prolific2,2558.988888888889
p2_105,3,R,a,,,,,,,L3,L2,X1,X1,X1,R2,X1,X1,R2,R3,L1,R1,R2,1,1,prolific2,2361.927777777778
p2_105,2,C,m,,,,L,X,X,X,L,L,X,X,R,,,,L,L,R,R,0,3,prolific2,2444.312142857143
p2_105,2,R,f,,,,,,,X,X,X,X,X,X,X,X,X,L,L,R,R,0,2,prolific2,2506.0888888888885
p2_105,3,L,b,L2,R3,R3,R3,R3,R3,R3,R3,R3,,,,,,,L3,L3,R1,R1,0,4,prolific2,2442.3000000000006
p2_106,2,L,a,X,X,X,X,X,X,X,X,R,,,,,,,L,L,R,R,0,2,prolific2,2488.0529365079365
p2_106,2,C,f,,,,R,R,R,R,R,R,R,R,R,,,,X,L,R,R,1,1,prolific2,2444.068757261257
p2_106,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L2,R1,X1,1,4,prolific2,2507.955555555556
p2_106,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L3,L3,R2,R1,0,3,prolific2,2504.5555555555557
p2_107,3,C,a,,,,L3,L3,L3,L3,L3,L3,L3,X1,X1,,,,X1,L1,R1,R1,1,1,prolific2,2429.8500000000004
p2_107,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,X,1,3,prolific2,2506.9316022866024
p2_107,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,4,prolific2,2553.2817065342065
p2_107,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,0,2,prolific2,2558.988888888889
p2_108,2,C,m,,,,R,L,L,L,L,L,L,R,R,,,,L,L,L,R,1,3,prolific2,2343.492186147186
p2_108,3,L,b,L2,L2,L2,L2,X1,X1,R3,R3,R3,,,,,,,L1,L2,R1,R1,0,2,prolific2,2486.9833333333336
p2_108,2,R,f,,,,,,,X,X,X,X,X,X,X,R,R,L,L,R,R,0,4,prolific2,2513.9808465608467
p2_108,3,R,a,,,,,,,L2,L2,R3,R3,R3,R3,R3,R2,R2,L1,L1,R1,R1,0,1,prolific2,2525.4555555555553
p2_109,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R2,R2,L1,L1,R1,X1,1,4,prolific2,2513.6888888888893
p2_109,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,1,prolific2,2553.2817065342065
p2_109,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,2,prolific2,2553.2817065342065
p2_109,3,C,b,,,,L3,L3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,0,3,prolific2,2493.461111111111
p2_110,3,L,a,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,0,1,prolific2,2558.988888888889
p2_110,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,2,prolific2,2477.903201705702
p2_110,3,C,f,,,,L2,L3,L3,L3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,0,3,prolific2,2489.6888888888893
p2_110,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,X,X,2,4,prolific2,2468.94878972879
p2_111,2,L,a,L,L,L,X,X,X,X,X,X,,,,,,,L,L,R,R,0,4,prolific2,2517.690396825397
p2_111,3,C,m,,,,L3,L3,L3,X1,L3,X1,X1,X1,X1,,,,L1,L1,R1,R1,0,1,prolific2,2480.4222222222224
p2_111,3,R,b,,,,,,,X1,X1,X1,X1,X1,R3,R3,R3,R2,L1,L1,R1,R1,0,3,prolific2,2524.755555555556
p2_111,2,C,f,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,2,prolific2,2506.0888888888894
p2_112,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,X,R,1,2,prolific2,2503.577053687053
p2_112,3,L,f,L2,L2,L2,L3,L3,R3,R3,R3,R3,,,,,,,L1,L1,R1,R1,0,4,prolific2,2498.1
p2_112,3,C,a,,,,L2,L3,L3,L3,L3,L3,L3,R2,R2,,,,L1,L1,R1,R1,0,3,prolific2,2488.138888888889
p2_112,2,L,m,X,L,X,L,L,L,X,X,X,,,,,,,L,L,R,R,0,1,prolific2,2476.3913900913903
p2_113,2,C,a,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,4,prolific2,2506.0888888888894
p2_113,3,L,m,L2,L2,L3,L3,L3,L3,L3,X1,X1,,,,,,,L1,L1,R1,R1,0,1,prolific2,2540.8
p2_113,3,R,f,,,,,,,X1,X1,X1,X1,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,2,prolific2,2530.1444444444446
p2_113,2,L,b,L,L,L,L,X,X,X,X,X,,,,,,,L,L,R,R,0,3,prolific2,2521.222972582973
p2_114,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,0,3,prolific2,2477.9032017057016
p2_114,3,C,m,,,,L2,L2,L2,L2,L2,L2,X1,X1,X1,,,,L1,L1,R1,R1,0,1,prolific2,2477.789603174603
p2_114,2,L,a,L,X,X,X,X,X,X,R,R,,,,,,,L,L,R,R,0,2,prolific2,2476.179973544974
p2_114,3,R,b,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,L3,1,4,prolific2,2469.4000000000005
p2_115,2,R,a,,,,,,,L,L,L,X,X,X,R,R,R,L,L,R,R,0,1,prolific2,2474.5122222222226
p2_115,2,L,f,L,L,L,L,L,R,R,R,R,,,,,,,L,L,R,R,0,4,prolific2,2487.083068783069
p2_115,3,C,b,,,,L2,L2,L2,L2,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,0,3,prolific2,2489.2900000000004
p2_115,3,R,m,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,2,prolific2,2558.988888888889
p2_116,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,2,prolific2,2553.2817065342065
p2_116,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L3,,,,,,,L1,L1,R1,R1,0,4,prolific2,2554.9555555555557
p2_116,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific2,2553.2817065342065
p2_116,3,C,a,,,,R3,R3,R3,R3,R3,R3,X1,X1,X1,,,,L1,L1,R1,R1,0,1,prolific2,2413.4055555555556
p2_117,2,L,f,L,L,L,L,L,R,R,R,R,,,,,,,X,L,R,R,1,4,prolific2,2444.914567099567
p2_117,2,R,a,,,,,,,L,L,L,L,L,L,L,R,R,L,L,R,R,0,1,prolific2,2436.299504199504
p2_117,3,R,m,,,,,,,L3,R3,R3,R3,R3,R3,R3,R2,R3,X1,L1,R1,R1,1,3,prolific2,2502.177777777778
p2_117,3,C,b,,,,R3,R3,R3,R3,R2,R2,R2,R2,R2,,,,L1,L2,R1,R1,0,2,prolific2,2475.226507936508
p2_118,2,L,b,L,R,R,R,R,R,R,R,R,,,,,,,L,L,R,R,0,4,prolific2,2419.054901949902
p2_118,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R3,0,2,prolific2,2561.6333333333337
p2_118,3,R,f,,,,,,,X1,X1,X1,X1,X1,X1,X1,X1,R2,L1,L1,R1,R1,0,1,prolific2,2512.677777777778
p2_118,2,C,a,,,,L,L,L,X,X,X,X,X,X,,,,L,L,R,R,0,3,prolific2,2487.067222222222
p2_119,2,R,f,,,,,,,L,X,X,X,X,X,X,X,X,L,L,R,R,0,3,prolific2,2488.0529365079365
p2_119,3,L,b,L2,L2,X1,X1,X1,X1,X1,X1,X1,,,,,,,L1,L1,R1,R1,0,2,prolific2,2517.3
p2_119,2,C,m,,,,L,X,X,X,X,X,X,X,R,,,,L,L,R,R,0,1,prolific2,2492.1836507936505
p2_119,3,R,a,,,,,,,X1,X1,X1,X1,X1,X1,X1,R2,R2,L3,L3,R1,R1,0,4,prolific2,2515.2222222222226
p2_120,3,L,a,L2,L2,R3,R3,R3,R3,R3,R3,R3,,,,,,,L1,L1,R1,R1,0,4,prolific2,2458.616666666667
p2_120,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,X,X,2,2,prolific2,2395.778929033929
p2_120,2,R,m,,,,,,,L,X,X,X,X,X,X,X,R,L,L,R,R,0,1,prolific2,2492.1836507936505
p2_120,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,R2,,,,L1,L1,R1,R3,0,3,prolific2,2492.3166666666666
p2_121,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R1,R2,L1,L1,R1,R1,0,3,prolific2,2546.654761904762
p2_121,2,L,a,L,L,L,L,L,L,L,R,R,,,,,,,L,L,R,X,1,4,prolific2,2478.114481259481
p2_121,3,C,m,,,,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,0,1,prolific2,2493.161111111111
p2_121,2,C,f,,,,X,X,X,X,X,R,R,R,R,,,,L,L,R,R,0,2,prolific2,2481.775945165946
p2_122,3,R,f,,,,,,,L2,R2,R2,R2,X1,X1,X1,X1,R2,L1,L1,R1,R1,0,3,prolific2,2448.6311111111113
p2_122,3,L,m,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,0,1,prolific2,2558.988888888889
p2_122,2,C,a,,,,X,X,X,X,X,X,X,X,R,,,,L,L,R,R,0,2,prolific2,2499.0529365079365
p2_122,2,L,b,L,L,L,L,R,R,R,R,R,,,,,,,L,L,R,R,0,4,prolific2,2470.6035594035598
p2_123,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,3,prolific2,2553.2817065342065
p2_123,3,L,f,L2,L2,L2,L2,L2,L3,L3,L3,L3,,,,,,,L1,L1,R1,X1,1,4,prolific2,2520.2
p2_123,3,C,a,,,,L3,L3,L3,L3,L3,L3,R2,R2,R2,,,,L1,L1,R1,R1,0,2,prolific2,2490.885555555556
p2_123,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,1,prolific2,2553.2817065342065
p2_124,3,C,f,,,,L1,L1,L1,L1,R3,L1,L1,L1,R3,,,,L2,L2,R1,R1,0,3,prolific2,2426.013015873016
p2_124,2,C,b,,,,L,L,L,L,L,L,X,X,X,,,,L,L,R,R,0,1,prolific2,2473.6606661856663
p2_124,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,2,prolific2,2553.2817065342065
p2_124,3,L,a,L2,L2,L2,L2,L2,R2,R2,R2,R2,,,,,,,L1,L1,R1,R1,0,4,prolific2,2492.535555555555
p2_125,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,2,prolific2,2553.2817065342065
p2_125,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,0,4,prolific2,2558.988888888889
p2_125,3,C,a,,,,L3,L3,L3,R3,R3,R2,R2,R3,R2,,,,L1,L1,R1,R1,0,3,prolific2,2479.4166666666665
p2_125,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,1,prolific2,2553.2817065342065
p2_126,2,L,a,L,R,R,R,R,R,R,R,R,,,,,,,L,L,R,R,0,4,prolific2,2419.054901949902
p2_126,3,C,m,,,,L3,X1,L3,L3,L3,L3,L3,L3,X1,,,,X1,L1,R1,R1,1,1,prolific2,2404.6
p2_126,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L3,L1,R1,R1,0,3,prolific2,2557.8111111111116
